sample_id,plant,year,plot,nitrogen,sample_date,soil_type,nitrogen_rate
1112,C,2018,P34,N300,20180425,rhizosphere,N300
1113,C,2018,P34,N300,20180425,rhizosphere,N300
1114,C,2018,P34,N300,20180425,rhizosphere,N300
1115,C,2018,P35,N0,20180425,rhizosphere,N0
1116,C,2018,P35,N0,20180425,rhizosphere,N0
1117,C,2018,P35,N0,20180425,rhizosphere,N0
1118,C,2018,P37,N300,20180425,rhizosphere,N300
1119,C,2018,P37,N300,20180425,rhizosphere,N300
1120,C,2018,P37,N300,20180425,rhizosphere,N300
1121,C,2018,P39,N0,20180425,rhizosphere,N0
1122,C,2018,P39,N0,20180425,rhizosphere,N0
1123,C,2018,P39,N0,20180425,rhizosphere,N0
1124,C,2018,P40,N200,20180425,rhizosphere,N200
1125,C,2018,P40,N200,20180425,rhizosphere,N200
1126,C,2018,P40,N200,20180425,rhizosphere,N200
1127,C,2018,P43,N200,20180425,rhizosphere,N200
1128,C,2018,P43,N200,20180425,rhizosphere,N200
1129,C,2018,P43,N200,20180425,rhizosphere,N200
1130,C,2018,P44,N0,20180425,rhizosphere,N0
1131,C,2018,P44,N0,20180425,rhizosphere,N0
1132,C,2018,P44,N0,20180425,rhizosphere,N0
1133,C,2018,P45,N300,20180425,rhizosphere,N300
1134,C,2018,P45,N300,20180425,rhizosphere,N300
1135,C,2018,P45,N300,20180425,rhizosphere,N300
1136,M,2017,P46,N0,20180425,rhizosphere,N0
1137,M,2017,P46,N0,20180425,rhizosphere,N0
1138,M,2017,P46,N0,20180425,rhizosphere,N0
1139,M,2017,P48,N400,20180425,rhizosphere,N400
1140,M,2017,P48,N400,20180425,rhizosphere,N400
1141,M,2017,P48,N400,20180425,rhizosphere,N400
1142,M,2017,P50,N200,20180425,rhizosphere,N200
1143,M,2017,P50,N200,20180425,rhizosphere,N200
1144,M,2017,P50,N200,20180425,rhizosphere,N200
1145,M,2015,P53,N400,20180425,rhizosphere,N400
1146,M,2015,P53,N400,20180425,rhizosphere,N400
1147,M,2015,P53,N400,20180425,rhizosphere,N400
1148,M,2015,P54,N200,20180425,rhizosphere,N200
1149,M,2015,P54,N200,20180425,rhizosphere,N200
1150,M,2015,P54,N200,20180425,rhizosphere,N200
1151,M,2015,P55,N0,20180425,rhizosphere,N0
1152,M,2015,P55,N0,20180425,rhizosphere,N0
1153,M,2015,P55,N0,20180425,rhizosphere,N0
1154,M,2016,P56,N0,20180425,rhizosphere,N0
1155,M,2016,P56,N0,20180425,rhizosphere,N0
1156,M,2016,P56,N0,20180425,rhizosphere,N0
1157,M,2016,P58,N400,20180425,rhizosphere,N400
1158,M,2016,P58,N400,20180425,rhizosphere,N400
1159,M,2016,P58,N400,20180425,rhizosphere,N400
1160,M,2016,P60,N200,20180425,rhizosphere,N200
1161,M,2016,P60,N200,20180425,rhizosphere,N200
1162,M,2016,P60,N200,20180425,rhizosphere,N200
1093,M,2016,P37,N400,20180425,rhizosphere,N400
2001,C,2018,P3,N300,20180429,rhizosphere,N300
2002,C,2018,P3,N300,20180429,rhizosphere,N300
2004,C,2018,P4,N0,20180429,rhizosphere,N0
2005,C,2018,P4,N0,20180429,rhizosphere,N0
2006,C,2018,P4,N0,20180429,rhizosphere,N0
2007,C,2018,P5,N200,20180429,rhizosphere,N200
2008,C,2018,P5,N200,20180429,rhizosphere,N200
2009,C,2018,P5,N200,20180429,rhizosphere,N200
2010,C,2018,P6,N300,20180429,rhizosphere,N300
2011,C,2018,P6,N300,20180429,rhizosphere,N300
2012,C,2018,P6,N300,20180429,rhizosphere,N300
2013,C,2018,P7,N0,20180429,rhizosphere,N0
2014,C,2018,P7,N0,20180429,rhizosphere,N0
2015,C,2018,P7,N0,20180429,rhizosphere,N0
2016,C,2018,P9,N200,20180429,rhizosphere,N200
2017,C,2018,P9,N200,20180429,rhizosphere,N200
2018,C,2018,P9,N200,20180429,rhizosphere,N200
2019,C,2018,P12,N200,20180429,rhizosphere,N200
2020,C,2018,P12,N200,20180429,rhizosphere,N200
2021,C,2018,P12,N200,20180429,rhizosphere,N200
2022,C,2018,P13,N300,20180429,rhizosphere,N300
2024,C,2018,P13,N300,20180429,rhizosphere,N300
2025,C,2018,P14,N0,20180429,rhizosphere,N0
2026,C,2018,P14,N0,20180429,rhizosphere,N0
2027,C,2018,P14,N0,20180429,rhizosphere,N0
2028,M,2015,P3,N400,20180429,rhizosphere,N400
2029,M,2015,P3,N400,20180429,rhizosphere,N400
2030,M,2015,P3,N400,20180429,rhizosphere,N400
2031,M,2015,P4,N0,20180429,rhizosphere,N0
2032,M,2015,P4,N0,20180429,rhizosphere,N0
2033,M,2015,P4,N0,20180429,rhizosphere,N0
2034,M,2015,P5,N200,20180429,rhizosphere,N200
2035,M,2015,P5,N200,20180429,rhizosphere,N200
2036,M,2015,P5,N200,20180429,rhizosphere,N200
2037,M,2016,P6,N400,20180429,rhizosphere,N400
2038,M,2016,P6,N400,20180429,rhizosphere,N400
2039,M,2016,P6,N400,20180429,rhizosphere,N400
2040,M,2016,P7,N0,20180429,rhizosphere,N0
2041,M,2016,P7,N0,20180429,rhizosphere,N0
2042,M,2016,P7,N0,20180429,rhizosphere,N0
2043,M,2016,P9,N200,20180429,rhizosphere,N200
2044,M,2016,P9,N200,20180429,rhizosphere,N200
2045,M,2016,P9,N200,20180429,rhizosphere,N200
2046,M,2017,P12,N200,20180429,rhizosphere,N200
2047,M,2017,P12,N200,20180429,rhizosphere,N200
2048,M,2017,P12,N200,20180429,rhizosphere,N200
2049,M,2017,P13,N400,20180429,rhizosphere,N400
2050,M,2017,P13,N400,20180429,rhizosphere,N400
2051,M,2017,P13,N400,20180429,rhizosphere,N400
2052,M,2017,P14,N0,20180429,rhizosphere,N0
2053,M,2017,P14,N0,20180429,rhizosphere,N0
2054,M,2017,P14,N0,20180429,rhizosphere,N0
2055,M,2016,P17,N400,20180429,rhizosphere,N400
2056,M,2016,P17,N400,20180429,rhizosphere,N400
2057,M,2016,P17,N400,20180429,rhizosphere,N400
2059,M,2016,P18,N200,20180429,rhizosphere,N200
2060,M,2016,P18,N200,20180429,rhizosphere,N200
2061,M,2016,P19,N0,20180429,rhizosphere,N0
2062,M,2016,P19,N0,20180429,rhizosphere,N0
2063,M,2016,P19,N0,20180429,rhizosphere,N0
2064,M,2017,P22,N400,20180429,rhizosphere,N400
2065,M,2017,P22,N400,20180429,rhizosphere,N400
2066,M,2017,P22,N400,20180429,rhizosphere,N400
2067,M,2017,P24,N0,20180429,rhizosphere,N0
2068,M,2017,P24,N0,20180429,rhizosphere,N0
2069,M,2017,P24,N0,20180429,rhizosphere,N0
2070,M,2017,P25,N200,20180429,rhizosphere,N200
2071,M,2017,P25,N200,20180429,rhizosphere,N200
2072,M,2017,P25,N200,20180429,rhizosphere,N200
2073,M,2015,P27,N400,20180429,rhizosphere,N400
2074,M,2015,P27,N400,20180429,rhizosphere,N400
2075,M,2015,P27,N400,20180429,rhizosphere,N400
2076,M,2015,P28,N0,20180429,rhizosphere,N0
2077,M,2015,P28,N0,20180429,rhizosphere,N0
2078,M,2015,P28,N0,20180429,rhizosphere,N0
2079,M,2015,P30,N200,20180429,rhizosphere,N200
2080,M,2015,P30,N200,20180429,rhizosphere,N200
2081,M,2015,P30,N200,20180429,rhizosphere,N200
2082,M,2017,P33,N200,20180429,rhizosphere,N200
2083,M,2017,P33,N200,20180429,rhizosphere,N200
2084,M,2017,P33,N200,20180429,rhizosphere,N200
2085,M,2017,P34,N400,20180429,rhizosphere,N400
2086,M,2017,P34,N400,20180429,rhizosphere,N400
2087,M,2017,P34,N400,20180429,rhizosphere,N400
2088,M,2017,P35,N0,20180429,rhizosphere,N0
2089,M,2017,P35,N0,20180429,rhizosphere,N0
2090,M,2017,P35,N0,20180429,rhizosphere,N0
2091,M,2016,P37,N400,20180429,rhizosphere,N400
2092,M,2016,P37,N400,20180429,rhizosphere,N400
2094,M,2016,P39,N0,20180429,rhizosphere,N0
2095,M,2016,P39,N0,20180429,rhizosphere,N0
2096,M,2016,P39,N0,20180429,rhizosphere,N0
2097,M,2016,P40,N200,20180429,rhizosphere,N200
2098,M,2016,P40,N200,20180429,rhizosphere,N200
2099,M,2016,P40,N200,20180429,rhizosphere,N200
2100,M,2015,P43,N200,20180429,rhizosphere,N200
2101,M,2015,P43,N200,20180429,rhizosphere,N200
2102,M,2015,P43,N200,20180429,rhizosphere,N200
2103,M,2015,P44,N0,20180429,rhizosphere,N0
2104,M,2015,P44,N0,20180429,rhizosphere,N0
2105,M,2015,P44,N0,20180429,rhizosphere,N0
2106,M,2015,P45,N400,20180429,rhizosphere,N400
2107,M,2015,P45,N400,20180429,rhizosphere,N400
2108,M,2015,P45,N400,20180429,rhizosphere,N400
2109,C,2018,P33,N200,20180429,rhizosphere,N200
2110,C,2018,P33,N200,20180429,rhizosphere,N200
2111,C,2018,P33,N200,20180429,rhizosphere,N200
2112,C,2018,P34,N300,20180429,rhizosphere,N300
2113,C,2018,P34,N300,20180429,rhizosphere,N300
2114,C,2018,P34,N300,20180429,rhizosphere,N300
2116,C,2018,P35,N0,20180429,rhizosphere,N0
2117,C,2018,P35,N0,20180429,rhizosphere,N0
2118,C,2018,P37,N300,20180429,rhizosphere,N300
2120,C,2018,P37,N300,20180429,rhizosphere,N300
2121,C,2018,P39,N0,20180429,rhizosphere,N0
2122,C,2018,P39,N0,20180429,rhizosphere,N0
2123,C,2018,P39,N0,20180429,rhizosphere,N0
2124,C,2018,P40,N200,20180429,rhizosphere,N200
2125,C,2018,P40,N200,20180429,rhizosphere,N200
2126,C,2018,P40,N200,20180429,rhizosphere,N200
2127,C,2018,P43,N200,20180429,rhizosphere,N200
2128,C,2018,P43,N200,20180429,rhizosphere,N200
2129,C,2018,P43,N200,20180429,rhizosphere,N200
2130,C,2018,P44,N0,20180429,rhizosphere,N0
2131,C,2018,P44,N0,20180429,rhizosphere,N0
2132,C,2018,P44,N0,20180429,rhizosphere,N0
2133,C,2018,P45,N300,20180429,rhizosphere,N300
2134,C,2018,P45,N300,20180429,rhizosphere,N300
2135,C,2018,P45,N300,20180429,rhizosphere,N300
2136,M,2017,P46,N0,20180429,rhizosphere,N0
2137,M,2017,P46,N0,20180429,rhizosphere,N0
2138,M,2017,P46,N0,20180429,rhizosphere,N0
2139,M,2017,P48,N400,20180429,rhizosphere,N400
2140,M,2017,P48,N400,20180429,rhizosphere,N400
2141,M,2017,P48,N400,20180429,rhizosphere,N400
2142,M,2017,P50,N200,20180429,rhizosphere,N200
2143,M,2017,P50,N200,20180429,rhizosphere,N200
2144,M,2017,P50,N200,20180429,rhizosphere,N200
2145,M,2015,P53,N400,20180429,rhizosphere,N400
2146,M,2015,P53,N400,20180429,rhizosphere,N400
2147,M,2015,P53,N400,20180429,rhizosphere,N400
2148,M,2015,P54,N200,20180429,rhizosphere,N200
2149,M,2015,P54,N200,20180429,rhizosphere,N200
2150,M,2015,P54,N200,20180429,rhizosphere,N200
2151,M,2015,P55,N0,20180429,rhizosphere,N0
2152,M,2015,P55,N0,20180429,rhizosphere,N0
2153,M,2015,P55,N0,20180429,rhizosphere,N0
2154,M,2016,P56,N0,20180429,rhizosphere,N0
2155,M,2016,P56,N0,20180429,rhizosphere,N0
2156,M,2016,P56,N0,20180429,rhizosphere,N0
2157,M,2016,P58,N400,20180429,rhizosphere,N400
2158,M,2016,P58,N400,20180429,rhizosphere,N400
2159,M,2016,P58,N400,20180429,rhizosphere,N400
2160,M,2016,P60,N200,20180429,rhizosphere,N200
2161,M,2016,P60,N200,20180429,rhizosphere,N200
2162,M,2016,P60,N200,20180429,rhizosphere,N200
2163,C,2018,P14,N0,20180429,bulk,N0
2164,C,2018,P13,N300,20180429,bulk,N300
2165,C,2018,P12,N200,20180429,bulk,N200
2166,M,2017,P14,N0,20180429,bulk,N0
2167,M,2017,P13,N400,20180429,bulk,N400
2168,M,2017,P12,N200,20180429,bulk,N200
2169,M,2016,P7,N0,20180429,bulk,N0
2170,M,2016,P6,N400,20180429,bulk,N400
2171,M,2016,P9,N200,20180429,bulk,N200
2172,M,2015,P4,N0,20180429,bulk,N0
2173,M,2015,P3,N400,20180429,bulk,N400
2174,M,2015,P5,N200,20180429,bulk,N200
2003,C,2018,P3,N300,20180429,rhizosphere,N300
2023,C,2018,P13,N300,20180429,rhizosphere,N300
2058,M,2016,P18,N200,20180429,rhizosphere,N200
2093,M,2016,P37,N400,20180429,rhizosphere,N400
2115,C,2018,P35,N0,20180429,rhizosphere,N0
2119,C,2018,P37,N300,20180429,rhizosphere,N300
3001,C,2018,P3,N300,20180514,rhizosphere,N300
3002,C,2018,P3,N300,20180514,rhizosphere,N300
3003,C,2018,P4,N0,20180514,rhizosphere,N0
3004,C,2018,P4,N0,20180514,rhizosphere,N0
3005,C,2018,P5,N200,20180514,rhizosphere,N200
3006,C,2018,P5,N200,20180514,rhizosphere,N200
3007,C,2018,P6,N300,20180514,rhizosphere,N300
3008,C,2018,P6,N300,20180514,rhizosphere,N300
3009,C,2018,P7,N0,20180514,rhizosphere,N0
3010,C,2018,P7,N0,20180514,rhizosphere,N0
3011,C,2018,P9,N200,20180514,rhizosphere,N200
3012,C,2018,P9,N200,20180514,rhizosphere,N200
3013,C,2018,P12,N200,20180514,rhizosphere,N200
3014,C,2018,P12,N200,20180514,rhizosphere,N200
3015,C,2018,P13,N300,20180514,rhizosphere,N300
3016,C,2018,P13,N300,20180514,rhizosphere,N300
3017,C,2018,P14,N0,20180514,rhizosphere,N0
3018,C,2018,P14,N0,20180514,rhizosphere,N0
3019,M,2015,P3,N400,20180514,rhizosphere,N400
3020,M,2015,P3,N400,20180514,rhizosphere,N400
3021,M,2015,P4,N0,20180514,rhizosphere,N0
3022,M,2015,P4,N0,20180514,rhizosphere,N0
3023,M,2015,P5,N200,20180514,rhizosphere,N200
3024,M,2015,P5,N200,20180514,rhizosphere,N200
3025,M,2016,P6,N400,20180514,rhizosphere,N400
3026,M,2016,P6,N400,20180514,rhizosphere,N400
3027,M,2016,P7,N0,20180514,rhizosphere,N0
3028,M,2016,P7,N0,20180514,rhizosphere,N0
3029,M,2016,P9,N200,20180514,rhizosphere,N200
3030,M,2016,P9,N200,20180514,rhizosphere,N200
3031,M,2017,P12,N200,20180514,rhizosphere,N200
3032,M,2017,P12,N200,20180514,rhizosphere,N200
3033,M,2017,P13,N400,20180514,rhizosphere,N400
3034,M,2017,P13,N400,20180514,rhizosphere,N400
3035,M,2017,P14,N0,20180514,rhizosphere,N0
3036,M,2017,P14,N0,20180514,rhizosphere,N0
3037,M,2016,P17,N400,20180514,rhizosphere,N400
3038,M,2016,P17,N400,20180514,rhizosphere,N400
3039,M,2016,P18,N200,20180514,rhizosphere,N200
3040,M,2016,P18,N200,20180514,rhizosphere,N200
3041,M,2016,P19,N0,20180514,rhizosphere,N0
3042,M,2016,P19,N0,20180514,rhizosphere,N0
3043,M,2017,P22,N400,20180514,rhizosphere,N400
3044,M,2017,P22,N400,20180514,rhizosphere,N400
3045,M,2017,P24,N0,20180514,rhizosphere,N0
3046,M,2017,P24,N0,20180514,rhizosphere,N0
3047,M,2017,P25,N200,20180514,rhizosphere,N200
3048,M,2017,P25,N200,20180514,rhizosphere,N200
3049,M,2015,P27,N400,20180514,rhizosphere,N400
3050,M,2015,P27,N400,20180514,rhizosphere,N400
3051,M,2015,P28,N0,20180514,rhizosphere,N0
3052,M,2015,P28,N0,20180514,rhizosphere,N0
3053,M,2015,P30,N200,20180514,rhizosphere,N200
3054,M,2015,P30,N200,20180514,rhizosphere,N200
3055,M,2017,P33,N200,20180514,rhizosphere,N200
3056,M,2017,P33,N200,20180514,rhizosphere,N200
3057,M,2017,P34,N400,20180514,rhizosphere,N400
3058,M,2017,P34,N400,20180514,rhizosphere,N400
3059,M,2017,P35,N0,20180514,rhizosphere,N0
3060,M,2017,P35,N0,20180514,rhizosphere,N0
3061,M,2016,P37,N400,20180514,rhizosphere,N400
3062,M,2016,P37,N400,20180514,rhizosphere,N400
3063,M,2016,P39,N0,20180514,rhizosphere,N0
3064,M,2016,P39,N0,20180514,rhizosphere,N0
3065,M,2016,P40,N200,20180514,rhizosphere,N200
3066,M,2016,P40,N200,20180514,rhizosphere,N200
3067,M,2015,P43,N200,20180514,rhizosphere,N200
3068,M,2015,P43,N200,20180514,rhizosphere,N200
3069,M,2015,P44,N0,20180514,rhizosphere,N0
3070,M,2015,P44,N0,20180514,rhizosphere,N0
3071,M,2015,P45,N400,20180514,rhizosphere,N400
3072,M,2015,P45,N400,20180514,rhizosphere,N400
3073,C,2018,P33,N200,20180514,rhizosphere,N200
3074,C,2018,P33,N200,20180514,rhizosphere,N200
3075,C,2018,P34,N300,20180514,rhizosphere,N300
3076,C,2018,P34,N300,20180514,rhizosphere,N300
3077,C,2018,P35,N0,20180514,rhizosphere,N0
3078,C,2018,P35,N0,20180514,rhizosphere,N0
3079,C,2018,P37,N300,20180514,rhizosphere,N300
3080,C,2018,P37,N300,20180514,rhizosphere,N300
3081,C,2018,P39,N0,20180514,rhizosphere,N0
3082,C,2018,P39,N0,20180514,rhizosphere,N0
3083,C,2018,P40,N200,20180514,rhizosphere,N200
3084,C,2018,P40,N200,20180514,rhizosphere,N200
3085,C,2018,P43,N200,20180514,rhizosphere,N200
3086,C,2018,P43,N200,20180514,rhizosphere,N200
3087,C,2018,P44,N0,20180514,rhizosphere,N0
3088,C,2018,P44,N0,20180514,rhizosphere,N0
3089,C,2018,P45,N300,20180514,rhizosphere,N300
3090,C,2018,P45,N300,20180514,rhizosphere,N300
3091,M,2017,P46,N0,20180514,rhizosphere,N0
3092,M,2017,P46,N0,20180514,rhizosphere,N0
3093,M,2017,P48,N400,20180514,rhizosphere,N400
3094,M,2017,P48,N400,20180514,rhizosphere,N400
3095,M,2017,P50,N200,20180514,rhizosphere,N200
3096,M,2017,P50,N200,20180514,rhizosphere,N200
3097,M,2015,P53,N400,20180514,rhizosphere,N400
3098,M,2015,P53,N400,20180514,rhizosphere,N400
3099,M,2015,P54,N200,20180514,rhizosphere,N200
3100,M,2015,P54,N200,20180514,rhizosphere,N200
3101,M,2015,P55,N0,20180514,rhizosphere,N0
3102,M,2015,P55,N0,20180514,rhizosphere,N0
3103,M,2016,P56,N0,20180514,rhizosphere,N0
3104,M,2016,P56,N0,20180514,rhizosphere,N0
3105,M,2016,P58,N400,20180514,rhizosphere,N400
3106,M,2016,P58,N400,20180514,rhizosphere,N400
3107,M,2016,P60,N200,20180514,rhizosphere,N200
3108,M,2016,P60,N200,20180514,rhizosphere,N200
3109,C,2018,P14,N0,20180514,bulk,N0
3110,C,2018,P13,N300,20180514,bulk,N300
3111,C,2018,P12,N200,20180514,bulk,N200
3112,M,2017,P14,N0,20180514,bulk,N0
3113,M,2017,P13,N400,20180514,bulk,N400
3114,M,2017,P12,N200,20180514,bulk,N200
3115,M,2016,P7,N0,20180514,bulk,N0
3116,M,2016,P6,N400,20180514,bulk,N400
3117,M,2016,P9,N200,20180514,bulk,N200
3118,M,2015,P4,N0,20180514,bulk,N0
3119,M,2015,P3,N400,20180514,bulk,N400
3120,M,2015,P5,N200,20180514,bulk,N200
4001,C,2018,P3,N300,20180530,rhizosphere,N300
4002,C,2018,P3,N300,20180530,rhizosphere,N300
4003,C,2018,P4,N0,20180530,rhizosphere,N0
4004,C,2018,P4,N0,20180530,rhizosphere,N0
4005,C,2018,P5,N200,20180530,rhizosphere,N200
4006,C,2018,P5,N200,20180530,rhizosphere,N200
4007,C,2018,P6,N300,20180530,rhizosphere,N300
4008,C,2018,P6,N300,20180530,rhizosphere,N300
4009,C,2018,P7,N0,20180530,rhizosphere,N0
4010,C,2018,P7,N0,20180530,rhizosphere,N0
4011,C,2018,P9,N200,20180530,rhizosphere,N200
4012,C,2018,P9,N200,20180530,rhizosphere,N200
4013,C,2018,P12,N200,20180530,rhizosphere,N200
4014,C,2018,P12,N200,20180530,rhizosphere,N200
4015,C,2018,P13,N300,20180530,rhizosphere,N300
4016,C,2018,P13,N300,20180530,rhizosphere,N300
4017,C,2018,P14,N0,20180530,rhizosphere,N0
4018,C,2018,P14,N0,20180530,rhizosphere,N0
4019,M,2015,P3,N400,20180530,rhizosphere,N400
4020,M,2015,P3,N400,20180530,rhizosphere,N400
4021,M,2015,P4,N0,20180530,rhizosphere,N0
4022,M,2015,P4,N0,20180530,rhizosphere,N0
4023,M,2015,P5,N200,20180530,rhizosphere,N200
4024,M,2015,P5,N200,20180530,rhizosphere,N200
4025,M,2016,P6,N400,20180530,rhizosphere,N400
4026,M,2016,P6,N400,20180530,rhizosphere,N400
4027,M,2016,P7,N0,20180530,rhizosphere,N0
4028,M,2016,P7,N0,20180530,rhizosphere,N0
4029,M,2016,P9,N200,20180530,rhizosphere,N200
4030,M,2016,P9,N200,20180530,rhizosphere,N200
4031,M,2017,P12,N200,20180530,rhizosphere,N200
4032,M,2017,P12,N200,20180530,rhizosphere,N200
4033,M,2017,P13,N400,20180530,rhizosphere,N400
4034,M,2017,P13,N400,20180530,rhizosphere,N400
4035,M,2017,P14,N0,20180530,rhizosphere,N0
4036,M,2017,P14,N0,20180530,rhizosphere,N0
4037,M,2016,P17,N400,20180530,rhizosphere,N400
4038,M,2016,P17,N400,20180530,rhizosphere,N400
4039,M,2016,P18,N200,20180530,rhizosphere,N200
4040,M,2016,P18,N200,20180530,rhizosphere,N200
4041,M,2016,P19,N0,20180530,rhizosphere,N0
4042,M,2016,P19,N0,20180530,rhizosphere,N0
4043,M,2017,P22,N400,20180530,rhizosphere,N400
